STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WESF,WESF_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-24,0,",,7,2100",0,",,7",0,",,7",74,",,7",57,",,7",57,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-25,0,",,7,2100",0,",,7",0,",,7",71,",,7",46,",,7",57,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-26,0,"T,,7,2100",0,",,7",0,",,7",64,",,7",52,",,7",64,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-27,0.18,",,7,2100",0,",,7",0,",,7",73,",,7",52,",,7",56,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-28,0,",,7,2100",0,",,7",0,",,7",70,",,7",52,",,7",64,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-29,1.42,",,7,2100",0,",,7",0,",,7",64,",,7",56,",,7",58,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-30,0.35,",,7,2100",0,",,7",0,",,7",58,",,7",52,",,7",57,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-01,0.1,",,7,2100",0,",,7",0,",,7",58,",,7",54,",,7",58,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-02,0.05,",,7,2100",0,",,7",0,",,7",70,",,7",58,",,7",60,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-03,0,",,7,2100",0,",,7",0,",,7",71,",,7",54,",,7",57,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-04,0,",,7,2100",0,",,7",0,",,7",73,",,7",51,",,7",57,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-05,0,",,7,2100",0,",,7",0,",,7",65,",,7",51,",,7",53,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-06,0,",,7,2100",0,",,7",0,",,7",69,",,7",45,",,7",55,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-07,0,"T,,7,2100",0,",,7",0,",,7",74,",,7",51,",,7",64,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-08,0.24,",,7,2100",0,",,7",0,",,7",64,",,7",60,",,7",61,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-09,0,",,7,2100",0,",,7",0,",,7",61,",,7",50,",,7",57,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-10,0,",,7,2100",0,",,7",0,",,7",62,",,7",45,",,7",46,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-11,0,",,7,2100",0,",,7",0,",,7",63,",,7",35,",,7",53,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-12,0,",,7,2100",0,",,7",0,",,7",66,",,7",40,",,7",50,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-13,0.03,",,7,2100",0,",,7",0,",,7",66,",,7",44,",,7",55,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-14,0,",,7,2100",0,",,7",0,",,7",60,",,7",37,",,7",49,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-15,0,",,7,2100",0,",,7",0,",,7",66,",,7",36,",,7",52,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-16,0,",,7,2100",0,",,7",0,",,7",73,",,7",44,",,7",60,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-17,0,",,7,2100",0,",,7",0,",,7",78,",,7",54,",,7",63,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-18,0,",,7,2100",0,",,7",0,",,7",82,",,7",55,",,7",71,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-19,0,",,7,2100",0,",,7",0,",,7",83,",,7",63,",,7",69,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-20,0.05,",,7,2100",0,",,7",0,",,7",80,",,7",59,",,7",71,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-21,0.03,",,7,2100",0,",,7",0,",,7",80,",,7",53,",,7",53,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-22,0,"T,,7,2100",0,",,7",0,",,7",55,",,7",47,",,7",47,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-23,0,",,7,2100",0,",,7",0,",,7",66,",,7",47,",,7",55,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-24,0,",,7,2100",0,",,7",0,",,7",64,",,7",48,",,7",48,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-25,0,",,7,2100",0,",,7",0,",,7",55,",,7",38,",,7",45,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-26,0,",,7,2100",0,",,7",0,",,7",52,",,7",29,",,7",47,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-27,0.33,",,7,2100",0,",,7",0,",,7",48,",,7",43,",,7",46,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-28,0,",,7,2100",0,",,7",0,",,7",56,",,7",42,",,7",42,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-29,0,",,7,2100",0,",,7",0,",,7",75,",,7",37,",,7",69,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-30,0.31,",,7,2100",0,",,7",0,",,7",77,",,7",56,",,7",56,",,7,2100",,,,,,,1,",,7",,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-10-31,0,",,7,2100",0,",,7",0,",,7",58,",,7",36,",,7",48,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-01,0,",,7,2100",0,",,7",0,",,7",70,",,7",43,",,7",60,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-02,0.01,",,7,2100",0,",,7",0,",,7",70,",,7",53,",,7",59,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-03,0,",,7,2100",0,",,7",0,",,7",63,",,7",48,",,7",52,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-04,0,",,7,2100",0,",,7",0,",,7",64,",,7",35,",,7",53,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-05,0,",,7,2100",0,",,7",0,",,7",63,",,7",46,",,7",49,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-06,0,",,7,2100",0,",,7",0,",,7",59,",,7",33,",,7",46,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-07,0,",,7,2100",0,",,7",0,",,7",61,",,7",37,",,7",41,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-08,0,",,7,2100",0,",,7",0,",,7",64,",,7",31,",,7",55,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-09,0.42,",,7,2100",0,",,7",0,",,7",59,",,7",46,",,7",46,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-10,0,",,7,2100",0,",,7",0,",,7",60,",,7",39,",,7",50,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-11,0,",,7,2100",0,",,7",0,",,7",60,",,7",42,",,7",42,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-12,0,",,7,2100",0,",,7",0,",,7",50,",,7",34,",,7",34,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-13,0,",,7,2100",0,",,7",0,",,7",60,",,7",27,",,7",40,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-14,0,",,7,2100",0,",,7",0,",,7",57,",,7",27,",,7",43,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-15,0,",,7,2100",0,",,7",0,",,7",59,",,7",41,",,7",50,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-16,0,",,7,2100",0,",,7",0,",,7",59,",,7",33,",,7",50,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-17,0,",,7,2100",0,",,7",0,",,7",58,",,7",34,",,7",50,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-18,0,",,7,2100",0,",,7",0,",,7",66,",,7",32,",,7",47,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-19,0,"T,,7,2100",0,",,7",0,",,7",66,",,7",36,",,7",39,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-20,0,"T,,7,2100",0,",,7",0,",,7",39,",,7",33,",,7",34,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-21,0,",,7,2100",0,",,7",0,",,7",38,",,7",32,",,7",34,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-22,0,",,7,2100",0,",,7",0,",,7",44,",,7",31,",,7",35,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-23,0,",,7,2100",0,",,7",0,",,7",48,",,7",23,",,7",37,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-24,0,"T,,7,2100",0,",,7",0,",,7",48,",,7",33,",,7",41,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-25,0,",,7,2100",0,",,7",0,",,7",55,",,7",38,",,7",44,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-26,0,",,7,2100",0,",,7",0,",,7",46,",,7",39,",,7",40,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-27,0,",,7,2100",0,",,7",0,",,7",48,",,7",31,",,7",31,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-28,0,",,7,2100",0,",,7",0,",,7",50,",,7",24,",,7",44,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-29,0.82,",,7,2100",0,",,7",0,",,7",52,",,7",42,",,7",47,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-11-30,0.65,",,7,2100",0,",,7",0,",,7",53,",,7",46,",,7",51,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-01,0.22,",,7,2100",0,",,7",0,",,7",53,",,7",41,",,7",46,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-02,0,",,7,2100",0,",,7",0,",,7",46,",,7",39,",,7",40,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-03,0,",,7,2100",0,",,7",0,",,7",44,",,7",34,",,7",40,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-04,0,",,7,2100",0,",,7",0,",,7",43,",,7",36,",,7",36,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-05,0.05,",,7,2100",0,",,7",0,",,7",44,",,7",35,",,7",35,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-06,0.95,",,7,2100",0,",,7",0,",,7",39,",,7",33,",,7",36,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-07,0,",,7,2100",0,",,7",0,",,7",47,",,7",33,",,7",33,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-08,0,",,7,2100",0,",,7",0,",,7",43,",,7",29,",,7",29,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-09,0,",,7,2100",0,",,7",0,",,7",33,",,7",26,",,7",26,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-10,0,",,7,2100",0,",,7",0,",,7",32,",,7",21,",,7",23,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-11,0.02,",,7,2100",0.2,",,7",0,",,7",34,",,7",22,",,7",34,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-12,0.42,",,7,2100",0,",,7",0,",,7",46,",,7",31,",,7",38,",,7,2100",,,,,,,,,1,",,7",,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-13,0,",,7,2100",0,",,7",0,",,7",40,",,7",27,",,7",32,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-14,0,",,7,2100",0,",,7",0,",,7",37,",,7",28,",,7",30,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-15,0,",,7,2100",0,",,7",0,",,7",31,",,7",12,",,7",12,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-16,0,",,7,2100",0,",,7",0,",,7",22,",,7",9,",,7",22,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-17,0.12,",,7,2100",0.5,",,7",0,"T,,7",31,",,7",22,",,7",31,",,7,2100",,,,,,,,,1,",,7",1,",,7",,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-18,0.55,",,7,2100",0,",,7",0,",,7",50,",,7",30,",,7",30,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-19,0,",,7,2100",0,",,7",0,",,7",30,",,7",22,",,7",23,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-20,0,",,7,2100",0,",,7",0,",,7",32,",,7",14,",,7",24,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-21,0,",,7,2100",0,",,7",0,",,7",41,",,7",24,",,7",29,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-22,0,",,7,2100",0,",,7",0,",,7",48,",,7",27,",,7",40,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-23,0,",,7,2100",0,",,7",0,",,7",44,",,7",32,",,7",34,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-24,0.1,",,7,2100",0,",,7",0,",,7",47,",,7",34,",,7",46,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-25,0,",,7,2100",0,",,7",0,",,7",46,",,7",28,",,7",28,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-26,0.01,",,7,2100",0,",,7",0,",,7",38,",,7",27,",,7",38,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-27,0.03,",,7,2100",0,",,7",0,",,7",58,",,7",38,",,7",45,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-28,0,",,7,2100",0,",,7",0,",,7",45,",,7",30,",,7",30,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-29,0.13,",,7,2100",0.5,",,7",0,",,7",47,",,7",30,",,7",36,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-30,0,",,7,2100",0,",,7",0,",,7",37,",,7",26,",,7",31,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-12-31,0,",,7,2100",0,",,7",0,",,7",43,",,7",25,",,7",42,",,7,2100",,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-11-08,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-02,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-03,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-07,0.71,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-08,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-09,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-10,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-11,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-12,0.37,",,N",0.3,",,N",0,"T,,N",,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-14,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-15,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-16,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-17,0.37,",,N",0.5,",,N",1,",,N",,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-19,0.21,",,N",0,"T,,N",0,"T,,N",,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-20,0,",,N",,,0,"T,,N",,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-21,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-27,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-28,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-29,0.1,",,N",0.7,",,N",1,",,N",,,,,,,0.1,",,N",0.1,",,N",,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-30,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1PAFN0010,"CHAMBERSBURG 3.3 NNE, PA US",39.9762,-77.6331,206,2016-12-31,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-01,0,",,N",0,",,N",0,",,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-02,0,",,N",0,",,N",0,",,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-03,0,",,N",0,",,N",0,",,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-04,0,",,N",0,",,N",0,",,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-05,0,",,N",0,",,N",0,",,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-06,0,",,N",0,",,N",0,",,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-07,0,",,N",0,",,N",0,",,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-08,0,",,N",0,",,N",0,",,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-09,0.11,",,N",0,",,N",0,",,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-10,1.39,",,N",0,",,N",0,",,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-11,0,",,N",0,",,N",0,",,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-12,0,",,N",0,",,N",0,",,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-13,0,"T,,N",0,",,N",0,",,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-14,0,",,N",0,",,N",0,",,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-15,0,",,N",0,",,N",0,",I,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-16,0.28,",,N",0,",I,N",9,",I,N",,,,,,,9,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-17,0,",,N",0,",,N",0,",,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-18,0,"T,,N",0,",,N",0,",,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
US1PAFN0001,"GREENCASTLE 0.3 SSE, PA US",39.7866,-77.7253,184.1,2016-01-19,0,",,N",0,",,N",0,",,N",,,,,,,0,",,N",0,",,N",,,,,,,,,,
